Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.4106415816272098787975546408,0.41064158162721,0.41064158162721,0.41064158162721,0.41064158162721,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,398675.8
0.02,0,0.3937588107414099103083785888,0.39375881074141,0.39375881074141,0.39375881074141,0.39375881074141,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,797351.5
0.03,0,0.4001922786187635913941875122,0.400192278618764,0.400192278618764,0.400192278618764,0.400192278618764,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,1196027
0.04,0,0.3977944484906873430787635740,0.397794448490687,0.397794448490687,0.397794448490687,0.397794448490687,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,1594703
0.05,0,0.3932069185340194306490505713,0.393206918534019,0.393206918534019,0.393206918534019,0.393206918534019,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,1993379
0.06,0,0.3881834225906644481424962591,0.388183422590664,0.388183422590664,0.388183422590664,0.388183422590664,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,2392054
0.07,0,0.3832686464637111011602324728,0.383268646463711,0.383268646463711,0.383268646463711,0.383268646463711,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,2790730
0.08,0,0.3786347432305748032111695323,0.378634743230575,0.378634743230575,0.378634743230575,0.378634743230575,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,3189406
0.09,0,0.3743238642017310939394331749,0.374323864201731,0.374323864201731,0.374323864201731,0.374323864201731,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,3588082
0.10,0,0.3703303791342518203838695748,0.370330379134252,0.370330379134252,0.370330379134252,0.370330379134252,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,3986758
0.11,0,0.3666318593207212479671738367,0.366631859320721,0.366631859320721,0.366631859320721,0.366631859320721,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,4385434
0.12,0,0.3632010535711275746804790912,0.363201053571128,0.363201053571128,0.363201053571128,0.363201053571128,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,4784109
0.13,0,0.3600109829006502839185925317,0.36001098290065,0.36001098290065,0.36001098290065,0.36001098290065,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,5182784
0.14,0,0.3570366504107864125474209212,0.357036650410786,0.357036650410786,0.357036650410786,0.357036650410786,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,5581460
0.15,0,0.3542556280591744425639720046,0.354255628059174,0.354255628059174,0.354255628059174,0.354255628059174,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,5980136
0.16,0,0.3516481574522990700292726318,0.351648157452299,0.351648157452299,0.351648157452299,0.351648157452299,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,6378812
0.17,0,0.3491969151362659210186675366,0.349196915136266,0.349196915136266,0.349196915136266,0.349196915136266,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,6777488
0.18,0,0.3468866898016596298484056644,0.34688668980166,0.34688668980166,0.34688668980166,0.34688668980166,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,7176164
0.19,0,0.3447041842783007978751802170,0.344704184278301,0.344704184278301,0.344704184278301,0.344704184278301,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,7574840
0.20,0,0.3426377583369295466046945348,0.34263775833693,0.34263775833693,0.34263775833693,0.34263775833693,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,7973516
0.21,0,0.3406771120303837565812351454,0.340677112030384,0.340677112030384,0.340677112030384,0.340677112030384,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,8372191
0.22,0,0.3380629248038744940928311771,0.338062924803874,0.338062924803874,0.338062924803874,0.338062924803874,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,8770867
0.23,0,0.3388948928863773928058704029,0.338894892886377,0.338894892886377,0.338894892886377,0.338894892886377,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,9169543
0.24,0,0.3395821427952273922490049319,0.339582142795227,0.339582142795227,0.339582142795227,0.339582142795227,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,9568218
0.25,0,0.3401457647879445378000207318,0.340145764787945,0.340145764787945,0.340145764787945,0.340145764787945,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,9966894
0.26,0,0.3406924307982897567910247002,0.34069243079829,0.34069243079829,0.34069243079829,0.34069243079829,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,10365570
0.27,0,0.3411532547006805298745188575,0.34115325470068,0.34115325470068,0.34115325470068,0.34115325470068,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,10764250
0.28,0,0.3415398019994194071129900760,0.341539801999419,0.341539801999419,0.341539801999419,0.341539801999419,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,11162920
0.29,0,0.3418619642879113625152663417,0.341861964287911,0.341861964287911,0.341861964287911,0.341861964287911,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,11561600
0.30,0,0.3421280978723915822968234794,0.342128097872392,0.342128097872392,0.342128097872392,0.342128097872392,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,11960270
0.31,0,0.3423453035294745326956455592,0.342345303529475,0.342345303529475,0.342345303529475,0.342345303529475,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,12358950
0.32,0,0.3425197622490638257522917507,0.342519762249064,0.342519762249064,0.342519762249064,0.342519762249064,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,12757620
0.33,0,0.3426567245337767668669047693,0.342656724533777,0.342656724533777,0.342656724533777,0.342656724533777,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,13156300
0.34,0,0.3427607673951653265911264827,0.342760767395165,0.342760767395165,0.342760767395165,0.342760767395165,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,13554980
0.35,0,0.3428358309347022930728508946,0.342835830934702,0.342835830934702,0.342835830934702,0.342835830934702,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,13953650
0.36,0,0.3428853878231408958395678728,0.342885387823141,0.342885387823141,0.342885387823141,0.342885387823141,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,14352330
0.37,0,0.3429124383171249622708389095,0.342912438317125,0.342912438317125,0.342912438317125,0.342912438317125,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,14751000
0.38,0,0.3429196178007779311910327065,0.342919617800778,0.342919617800778,0.342919617800778,0.342919617800778,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,15149680
0.39,0,0.3429092776338349442522315271,0.342909277633835,0.342909277633835,0.342909277633835,0.342909277633835,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,15548350
0.40,0,0.3428834017925178978784683703,0.342883401792518,0.342883401792518,0.342883401792518,0.342883401792518,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,15947030
0.41,0,0.3428438396972550495625513667,0.342843839697255,0.342843839697255,0.342843839697255,0.342843839697255,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,16345710
0.42,0,0.3427921553397984189216254131,0.342792155339798,0.342792155339798,0.342792155339798,0.342792155339798,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,16744380
0.43,0,0.3427297805262615657809893250,0.342729780526262,0.342729780526262,0.342729780526262,0.342729780526262,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,17143060
0.44,0,0.3426579659327233346105218605,0.342657965932723,0.342657965932723,0.342657965932723,0.342657965932723,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,17541730
0.45,0,0.3425778126698957271100318235,0.342577812669896,0.342577812669896,0.342577812669896,0.342577812669896,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,17940410
0.46,0,0.3424903196501032169055075815,0.342490319650103,0.342490319650103,0.342490319650103,0.342490319650103,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,18339090
0.47,0,0.3423964125605996830856950364,0.3423964125606,0.3423964125606,0.3423964125606,0.3423964125606,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,18737760
0.48,0,0.3422968298930102153950838832,0.34229682989301,0.34229682989301,0.34229682989301,0.34229682989301,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,19136440
0.49,0,0.3421923360921480062070352497,0.342192336092148,0.342192336092148,0.342192336092148,0.342192336092148,0,0,0,0,6.39658875152703,45.737635023359148126932089381,45.737635023359148126932089381,19535110
